Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
Xops Finance,http://xops.finance,"The cutting-edge decentralised exchange (DEX) Xops Finance has swiftly become the most popular DEX on OpBNB, an Ethereum layer-2 scaling solution.",['Op_Bnb'],Xops_Finance,36610.70597249731,{'Op_Bnb': 36610.70597249731},Dexes
Waka Finance,https://waka.finance,"Waka Finance is building a DeFi Hub to support the Fantom ecosystem. Starting with an AMM (WakaSwap), there is a roadmap to have support for liquid staking derivatives, lending & borrowing, yield generation, leverage products, and NFTs",['Fantom'],WakaFinance,35376.1197212138,{'Fantom': 35376.1197212138},Dexes
HSwap,https://www.hswap.com/#/,An innovative DEX based on an automatic market maker mechanism on HECO,['Heco'],HswapDEX,35313.355392353806,{'Heco': 35313.355392353806},Dexes
Potluck Protocol,http://fantom.potluckprotocol.com,Defi AMM with gamified products and features.,['Fantom'],PotluckProtocol,35191.3792727252,"{'Fantom-staking': 2528.3325144111564, 'staking': 2528.3325144111564, 'Fantom': 35191.3792727252}",Dexes
Pls2e,https://www.pls2e.io/swap,"PLS2E, also known as P2E, is a blockchain game infrastructure platform that has passed the code audit and review of the well-known Certik in the US. It provides a safe and secure decentralized trading platform to all blockchain players. ",['Binance'],PLS2Eio,35162.36366196452,{'Binance': 35162.36366196452},Dexes
DuckyDeFi,https://duckydefi.com/,The first fair launch DEX on Cronos Chain.,['Cronos'],DuckyDeFi,34680.44860455721,{'Cronos': 34680.44860455721},Dexes
Zena Finance,https://zena.fi,"First AMM on opBNB Mainnet with Concentrated Liquidity, Zena is a decentralized exchange running on opBNB Mainnet, with lots of other features that let you earn and win tokens.",['Op_Bnb'],ZenaFinance,33446.63228161775,{'Op_Bnb': 33446.63228161775},Dexes
Symmetric,https://symmetric.finance,"Symmetric is an Automated Market Maker (AMM) and a Decentralized Exchange (DEX), running on the Celo and xDai networks.","['xDai', 'Celo', 'Kava']",0xSymmetric,33385.31153748484,"{'Kava': 2.055555975720366, 'xDai': 19834.53075187502, 'Celo': 13548.7252296341}",Dexes
DuneSwap,https://www.duneswap.com/exchange/swap,Duneswap is an Automated Market Maker/Decentralized Exchange native to Oasis Emerald ParaTime Network. DUNE is the native token to the platform which can be attained by farming/staking or trading for.,['Oasis'],DuneSwap,32786.62299039603,{'Oasis': 32786.62299039603},Dexes
BlueMove DEX,https://dex.bluemove.net/,"An AMM DEX on SUI Blockchain. Buy, sell, and explore tokens on SUI",['Sui'],BlueMove_OA,32520.054994960752,{'Sui': 32520.054994960752},Dexes
E3,https://eliteness.network/e3,E3 is a Dex offering zero-slippage trading and capital efficiency through its 'Bucket' model and concentrated liquidity.,"['Arbitrum', 'Base', 'Fantom']",ftm1337,31599.13455780989,"{'Arbitrum': 21749.479608877, 'Base': 6588.018879237412, 'Fantom': 3261.636069695478}",Dexes
PonySwap,https://ponyswap.finance,"PonySwap is a DEX on the Arbitrum network, token swapping, yield farming, token locking & more.",['Arbitrum'],PonySwapFinance,30410.644356052722,{'Arbitrum': 30410.644356052722},Dexes
Gravis Finance,https://gswap.exchange,A complete tool set for basic income: DeFi - AMM DEX,"['Binance', 'Polygon', 'Heco']",GravisFi,30172.496577764286,"{'Binance': 21342.06219597258, 'Heco': 747.36419205125, 'Polygon': 8083.070189740457}",Dexes
OmniDex Swap,https://omnidex.finance,"OmniDex is an automated market-making (AMM) decentralized exchange. Swap, Farm and earn rewards on the first native DEX built on the Telos EVM!",['Telos'],OmniDex1,30171.33714851137,{'Telos': 30171.33714851137},Dexes
MIND Games,https://mindgames.io,"MIND Games is a DEX & Play and Earn Gaming Hub with DeFi instruments at the core of its crypto NFT-based economy, designed by gamers for gamers everywhere.",['Arbitrum'],MINDGames_io,29968.62883528568,"{'Arbitrum-staking': 360.735074, 'Arbitrum': 29968.62883528568, 'staking': 360.735074}",Dexes
CyborgSwap,https://cyborgswap.io,"NFT oriented DEX on Cronos Chain. Trade, farm, earn and now stake your owned NFTs from several Cronos projects.",['Cronos'],CyborgSwapDEX,29742.61748831831,"{'Cronos': 29742.61748831831, 'Cronos-staking': 5255.854694083397, 'staking': 5255.854694083397}",Dexes
Ekubo,https://ekubo.org/,"Ekubo Protocol is a dex built for Starknet, that features concentrated liquidity, a singleton architecture, and extensions",['Starknet'],EkuboProtocol,29006.92826766335,{'Starknet': 29006.92826766335},Dexes
Spoon Exchange,https://spoon.exchange,"A next gen liquidity layer for projects to build upon + improved ve(3,3) dex on Core Chain.",['CORE'],SpoonExchange,28605.665443191814,{'CORE': 28605.665443191814},Dexes
CryptoSwap,https://cryptoswapdex.com,"The hottest new AMM on BSC! Earn CST through yield farming, then stake it in Csyrup Pools to earn more tokens. Swap, stake, and earn",['Binance'],CryptoDevelopm3,28307.223953570898,{'Binance': 28307.223953570898},Dexes
Tropical Finance,https://app.tropical.finance,Tropical Finance is a state of the art DEX and yield farming application on SmartBCH Chain with unique features which offers its investors brand new ways to maximize APRs.,['smartBCH'],tropicalfi_,28227.529155227723,"{'smartBCH-staking': 4134.137056, 'smartBCH': 28227.529155227723, 'staking': 4134.137056}",Dexes
CrescentSwap,https://app.crescentswap.exchange/#/swap,"CrescentSwap is an Arbitrum-based ecosystem-focused and community-driven DEX based off the Uniswap v3 model. CrescentSwap was designed to be a highly efficient and adaptable protocol that allows both builders and users to harness our bespoke infrastructure for deep, sustained, and adaptive liquidity. Moonlight goes beyond the conventional DEX design to provide a tailored approach that favors composability.","['Arbitrum', 'Base']",CrescentSwap,27685.884454343595,"{'Arbitrum': 26881.465123442315, 'Base': 804.4193309012818}",Dexes
MeowSwapFi,https://meowswap.fi,MeowSwap combines proprietary L2 scaling technology in conjunction with our DEX to finally offer the only working trading solution fully running on Cardano.,['Cardano'],Meow_Swap,27538.78339751386,{'Cardano': 27538.78339751386},Dexes
Zappy,https://www.zappy.finance/swap,"Zappy is an automated market-making (AMM) decentralized exchange (DEX) for the Telos network. Unlike other DEXs, we have invested in building a strong foundation with our ZAP token as a governance token, diverse farms, a built-in bridge, built-in limit orders, and user-centered service.",['Telos'],ZappyFi,27483.640695505434,{'Telos': 27483.640695505434},Dexes
UniFi,https://unifiprotocol.com,"Unifi Protocol is a group of non-custodial, interoperable smart contracts linking multiple blockchains together into one large DeFi marketplace.","['Binance', 'Ethereum', 'Polygon', 'Avalanche', 'IoTeX', 'Harmony', 'Tron', 'Fantom', 'OntologyEVM', 'Bittorrent']",unifiprotocol,26598.30902844624,"{'OntologyEVM': 35.578398375057276, 'Harmony': 224.19079886510295, 'Bittorrent': 1.9697002447830356, 'Binance': 10586.809051496562, 'IoTeX': 1544.965751638876, 'Ethereum': 7185.553334841637, 'Avalanche': 3295.338362581496, 'Ethereum-staking': 417349.7359903559, 'Polygon': 3635.4339430641894, 'Tron': 47.216326238121, 'Fantom': 41.253361100414324, 'staking': 417349.7359903559}",Dexes
BullionFX,https://app.bullionfx.com/trade,Our mission is to bring currency back to the gold standard that can be trusted again. We are democratising access and ownership of gold – therefore allowing everyone to build their wealth safely in a new global economy.,['Ethereum'],BullionFx,26566.880041179094,{'Ethereum': 26566.880041179094},Dexes
Cone,https://cone.exchange,"Cone is a decentralized exchange that allows swaps at a low cost in swap fees and has a governance structure based on the ve(3,3) system",['Binance'],Coneswap,26107.909507498538,{'Binance': 26107.909507498538},Dexes
Dexilla,https://dexilla.com/,Dexilla is a revolutionary order book DEX that offers a decentralized and trustless trading experience for users,"['Optimism', 'zkSync Era', 'Base', 'Arbitrum']",DexillaDAO,25871.328851165446,"{'Optimism': 7759.420218568501, 'zkSync Era': 6873.0308801160245, 'Arbitrum': 4664.466054930061, 'Base': 6574.4116975508605}",Dexes
Redemption,https://www.redemption.fi,First DEX built around fixed farm rewards and universal inflation control.,['Fantom'],RedemptionPO,25834.733389968234,{'Fantom': 25834.733389968234},Dexes
UniWswap AMM,https://uniwswap.com/,"UniWswap is the most advanced active project on chain, and are helping other projects join the ETHW ecosystem. We are also the only DEX Listed on DexScreener, and the biggest one by liquidity. Lowest trading fees on all the ethw chain.",['EthereumPoW'],uniwswap,25271.028922063426,{'EthereumPoW': 25271.028922063426},Dexes
Moraswap,https://moraswap.com/exchange/swap#,"The leading DeFi shop servicing all your needs on Neon: Trade, Earn and Win on the grounds of transparency, safety and innovation",['Neon'],moraswap_amm,25062.13575247659,"{'Neon': 25062.13575247659, 'Neon-staking': 1252.2940286857, 'staking': 1252.2940286857}",Dexes
FairySwap V1,https://fairyswap.finance,"Fairyswap, the first DEX V2 on Findora (FRA) delivering great trading experience and earning opportunities.",['Findora'],fairy_swap,24412.48965187174,{'Findora': 24412.48965187174},Dexes
MobyDEX,https://mobydex.io,MobyDEX is user-friendly CP-AMM DEX on opBNB,['Op_Bnb'],mobydexio,24324.657763947664,{'Op_Bnb': 24324.657763947664},Dexes
Fuzio,https://www.fuzio.network,"Fuzio fuses strategic gaming with DeFi, crafting a cutting-edge platform for a captivating, skill-driven financial journey that's thrilling and rewarding on SEI Network.",['Sei'],FuzioNetwork,23723.445420655855,{'Sei': 23723.445420655855},Dexes
CobraSwap,https://cobra.exchange,"CobraSwap is VenomDAO's decentralized exchange and yield farming protocol on the Binance Smart Chain. Following the recent success establishing ViperSwap as the leading DEX on Harmony Protocol. Featuring a unique rewards mechanism inspired by BAO Finance, CobraSwap provides some of the most competitive yields for liquidity providers.",['Binance'],VenomDAO,23670.81945844744,{'Binance': 23670.81945844744},Dexes
Morpheus Swap,https://morpheusswap.finance,"Morpheus Swap is a decentralized exchange that's powered by Fantom Opera. By staking our core token, PILLS, users are entitled to a percentage of all protocol revenue, paid out in other tokens.",['Fantom'],MorpheusSwap,23575.620283533415,"{'Fantom-staking': 9917.663988128264, 'staking': 9917.663988128264, 'Fantom': 23575.620283533415}",Dexes
AnimeSwap,https://animeswap.org,"Swap, farm, and earn on the Aptos Sui.","['Aptos', 'Sui']",animeswap_org,23129.384534544977,"{'Sui': 225.1275064306331, 'Aptos': 22904.257028114345}",Dexes
ZooCoin,https://zoocoin.cash,"Zoo is an ecosystem of decentralized applications powered by Fantom network. Primary project's token (ZOO) is utilized within the ecosystem among various of developed projects - ZooWallet (portfolio monitoring), ZooPet (NFT marketplace), ZooCharts (charting provider), ZooDex (decentralized exchange), ZooTrade (DEX aggregator).",['Fantom'],CoinZoo,22875.924432055144,{'Fantom': 22875.924432055144},Dexes
Astarter AMM,https://astarter.io/,"Astarter is a key DeFi infrastructure hub on Cardano that features four core applications: Launchpad(Launchpool), DEX, Money Market & Tech Service Platform, with the backing of EMURGO, a founding entity of the Cardano protocol. Astarter aims to elevate its contribution and bring broader possibilities to the Cardano ecosystem by providing fair, safe, and accessible open finance services to meet existing and future demand in accelerating DeFi apps to empower the next generation of projects built on Cardano.",['Cardano'],AstarterDefiHub,22782.563621103796,{'Cardano': 22782.563621103796},Dexes
Heraswap,https://heraswap.finance/swap/,Heraswap is a decentralized exchange (DEX) for cryptocurrencies with robust liquidity through a diverse range of permissionless services and products.,['Onus'],heraswap,22678.845298209555,{'Onus': 22678.845298209555},Dexes
Reax Swaps,https://app.reax.one/,"Reax Swaps offers a trustless trading platform for synthetic assets, featuring efficient operations and seamless user experience",['Mantle'],ReaxFinance,22607.71057461565,{'Mantle': 22607.71057461565},Dexes
Ladex Exchange,https://ladex.exchange,One-step solution for swapping tokens on Lachain. Users can earn fees for each swap by adding and removing liquidity to the pairs on ladex.,['Lachain'],,22273.9283760417,{'Lachain': 22273.9283760417},Dexes
LeonicornSwap,https://dex.leonicornswap.com/home,Advanced Decentralized Ecosystem With a Reward Sharing Economy,['Binance'],swapleonicorn,21990.803908695954,"{'Binance': 21990.803908695954, 'Binance-staking': 0, 'staking': 0}",Dexes
VeniceSwap,https://venice.finance,"Vencieswap, the second DEX on Findora (FRA) delivering great trading experience and earning opportunities",['Findora'],venicefinance,21787.82576699066,{'Findora': 21787.82576699066},Dexes
ThorusFi,https://thorus.fi/,"Thorus is an all in one cross-chain DeFi Platform with an adaptable treasury system, and a token holder first approach. All protocol functions are designed to reinforce this mentality","['Avalanche', 'Moonbeam']",ThorusFi,21380.956601386653,"{'Moonbeam-staking': 1230.1857349924571, 'Avalanche': 19389.659457435737, 'Avalanche-staking': 56462.90385812838, 'staking': 57693.089593120836, 'Moonbeam': 1991.2971439509163}",Dexes
SashimiSwap,https://sashimi.cool/home/swap,SashimiSwap is a multi-chain deployed decentralized transaction protocol built upon AMM and exchange pools.,"['Binance', 'Ethereum', 'Heco']",SASHIMISASHIMI5,21307.51070442674,"{'Binance-borrowed': 29753.452597584936, 'Binance': 11280.736466125629, 'Ethereum': 6166.740290974797, 'Heco': 3860.033947326314, 'Ethereum-staking': 55715.5269658273, 'Ethereum-borrowed': 100182.93535624666, 'borrowed': 130136.84247251983, 'Heco-borrowed': 200.4545186882344, 'staking': 55715.5269658273}",Dexes
KokomoSwap,https://kokomoswap.io/#/,KokomoSwap is a Binance Smart Chain based AMM (automated market maker) DEX(decentralized exchange) designed to facilitate the seamless transaction of crypto assets in a fun-filled and profitable manner.,['Binance'],KokomoSwap,21060.221345339793,{'Binance': 21060.221345339793},Dexes
GaloSwap,https://galoswap.io/,An innovative DEX & NFT marketplace built to enhance liquidity using ZK-Rollups for optimal security and scalability,['zkSync Era'],GaloSwap,20831.747086403928,{'zkSync Era': 20831.747086403928},Dexes
Hpdex,https://app.hpdex.org/#/swap,HPDex is a live community-driven decentralized exchange released on High Performance Blockchain,['HPB'],,20773.39910741718,{'HPB': 20773.39910741718},Dexes
SwapperChan,https://swapperchan.com/swap,A DEX haven for Simps to unite in the world of crypto.,['Boba'],SwapperChan,20649.695824973496,{'Boba': 20649.695824973496},Dexes
MacaronSwap,https://macaronswap.finance,"MacaronSwap is a DEX that allows users to be Liquidity Provider, Farming, Staking, Exchange, Bridge Assets across chains and more...","['Binance', 'Polygon']",macaronswap,20638.948506617937,"{'pool2': 0, 'Polygon-pool2': 0, 'Binance-pool2': 0, 'Binance': 14956.590965219426, 'Binance-staking': 101054.5457901455, 'Polygon': 5682.357541398512, 'Polygon-staking': 9655.843422905156, 'staking': 110710.38921305066}",Dexes
SonicSwap,https://sonicswap.io,DeFi project on Harmony protocol that listens to the community.,['Harmony'],SonicSwapIO,20480.90172489843,{'Harmony': 20480.90172489843},Dexes
CantoSwap,https://cantoswap.fi/#/swap,DEX on Canto network.,['Canto'],cantoswapfi,20417.413884115984,{'Canto': 20417.413884115984},Dexes
